,,"March 6, 2019",,,,
,New Hampshire Department of Education,,,,,
,Division of Education Analytics and Resources,,,,,
,Office of School Finance,,,,,
,"101 Pleasant Street, Concord, NH 03301-3852",,,,,
,Telephone 271-3876/FAX 271-3875,,,,,
,,,,,,
, Allocation For Special Education ADM-R In ,,,,,
,Adequate Education Aid,,,,,
,For FY2019,,,,,
,,,,,,
,,Allocation for Special Education,,,,
Loc ID,District Name,Pupils for Adequacy Aid,,,,
,,,,,,
5,Albany," 26,883.13 ",,,,
9,Allenstown," 178,670.43 ",,,,
15,Alton," 223,252.66 ",,,,
,Amherst," 305,834.08 ",,,,
19,Andover," 91,415.13 ",,,,
,Ashland," 43,642.72 ",,,,
29,Auburn," 263,133.03 ",,,,
31,Barnstead," 258,933.70 ",,,,
33,Barrington," 503,834.21 ",,,,
35,Bartlett," 86,774.50 ",,,,
,,,,,,
39,Bath," 39,264.59 ",,,,
41,Bedford," 1,101,214.90 ",,,,
47,Benton," 13,659.96 ",,,,
51,Berlin," 457,556.84 ",,,,
,Bethlehem," 30,025.98 ",,,,
57,Bow," 364,198.92 ",,,,
,Brentwood," 89,980.14 ",,,,
,Brookline," 131,492.87 ",,,,
,Campton," 103,540.14 ",,,,
79,Candia," 125,881.04 ",,,,
,,,,,,
91,Chatham," 21,516.99 ",,,,
93,Chester," 261,015.37 ",,,,
95,Chesterfield," 87,221.08 ",,,,
99,Chichester," 93,416.40 ",,,,
101,Claremont," 634,662.01 ",,,,
103,Clarksville," 6,121.00 ",,,,
105,Colebrook," 54,576.28 ",,,,
107,Columbia," 21,516.99 ",,,,
111,Concord," 1,325,811.79 ",,,,
,Con Val Reg.,"622,222.25",,,,
,,,,,,
113,Conway," 401,543.42 ",,,,
,Coos, -   ,,,,
115,Cornish," 33,253.53 ",,,,
117,Croydon," 25,003.33 ",,,,
127,Deerfield," 243,512.08 ",,,,
131,Derry," 1,906,682.30 ",,,,
141,Dover," 1,182,201.14 ",,,,
,Dresden," 121,315.53 ",,,,
147,Dummer," 5,868.27 ",,,,
149,Dunbarton," 135,529.65 ",,,,
,,,,,,
,,,,,,
,East Kingston," 31,297.44 ",,,,
159,Eaton," 5,868.27 ",,,,
162,Ellsworth," 3,912.18 ",,,,
165,Epping," 295,200.78 ",,,,
167,Epsom," 169,838.10 ",,,,
171,Errol," 1,956.09 ",,,,
,Exeter Reg Coop," 835,283.11 ",,,,
,Exeter," 244,743.63 ",,,,
,Fall Mountain Reg," 472,218.33 ",,,,
175,Farmington," 328,745.57 ",,,,
,,,,,,
185,Franklin," 325,812.61 ",,,,
187,Freedom," 48,880.54 ",,,,
189,Fremont," 178,716.79 ",,,,
191,Gilford," 275,715.97 ",,,,
195,Gilmanton," 97,127.50 ",,,,
199,Goffstown," 741,246.42 ",,,,
,G-R-S Coop," 178,373.11 ",,,,
203,Goshen," 24,516.26 ",,,,
,Governor Wentworth Reg.," 611,625.72 ",,,,
211,Grantham," 98,750.66 ",,,,
,,,,,,
215,Greenland," 131,644.86 ",,,,
222,Hale's Location, -   ,,,,
223,Hampstead," 418,484.13 ",,,,
,Hampton," 299,327.73 ",,,,
,Hampton Falls," 65,442.56 ",,,,
,Hanover," 127,145.85 ",,,,
235,Harrisville," 17,474.34 ",,,,
236,Hart's Location, -   ,,,,
238,Haverhill," 220,068.14 ",,,,
,Henniker," 121,736.28 ",,,,
,,,,,,
247,Hill," 35,664.41 ",,,,
,Hillsboro-Deering Coop," 414,348.37 ",,,,
255,Hinsdale," 206,673.43 ",,,,
,Holderness," 54,808.07 ",,,,
,Hollis," 139,933.01 ",,,,
,Hollis-Brookline Coop," 241,116.26 ",,,,
261,Hooksett," 517,030.97 ",,,,
263,Hopkinton," 329,855.65 ",,,,
267,Hudson," 997,338.31 ",,,,
,Inter-Lakes Coop," 325,911.79 ",,,,
,,,,,,
271,Jackson," 13,888.24 ",,,,
,Jaffrey-Rindge Coop," 344,997.74 ",,,,
,John Stark Regional," 171,758.59 ",,,,
,Kearsarge Regional," 366,334.38 ",,,,
279,Keene," 1,037,109.92 ",,,,
,Kensington," 30,319.40 ",,,,
285,Laconia," 625,801.90 ",,,,
,Lafayette Regional," 28,269.80 ",,,,
291,Landaff," 17,604.81 ",,,,
295,Lebanon," 377,121.44 ",,,,
,,,,,,
299,Lempster," 58,913.91 ",,,,
,Lincoln-Woodstock Coop," 76,928.72 ",,,,
,Lisbon Regional," 116,369.95 ",,,,
315,Litchfield," 438,944.44 ",,,,
317,Littleton," 235,373.77 ",,,,
319,Londonderry," 1,342,742.92 ",,,,
327,Lyme," 112,355.46 ",,,,
