,,"March 20, 2017",,,,
,New Hampshire Department of Education,,,,,
,Office of School Finance,,,,,
,"101 Pleasant Street, Concord, NH 03301-3852",,,,,
,Telephone 271-3876/FAX 271-3875,,,,,
,,,,,,
, Allocation For Special Education ADM-R In ,,,,,
,Adequate Education Aid,,,,,
,For FY2017,,,,,
,,,,,,
,,Allocation for Special Education,,,,
Loc ID,District Name,Pupils for Adequacy Aid,,,,
,,,,,,
5,Albany," 16,936.20 ",,,,
9,Allenstown," 203,732.55 ",,,,
15,Alton," 130,067.74 ",,,,
,Amherst," 258,162.13 ",,,,
19,Andover," 74,335.37 ",,,,
,Ashland," 35,692.47 ",,,,
29,Auburn," 246,705.29 ",,,,
31,Barnstead," 153,651.97 ",,,,
33,Barrington," 500,422.63 ",,,,
35,Bartlett," 59,621.56 ",,,,
,,,,,,
39,Bath," 26,036.54 ",,,,
41,Bedford," 1,019,448.26 ",,,,
47,Benton," 17,836.66 ",,,,
51,Berlin," 473,792.18 ",,,,
,Bethlehem," 39,236.82 ",,,,
57,Bow," 314,680.01 ",,,,
,Brentwood," 82,841.79 ",,,,
,Brookline," 166,564.87 ",,,,
,Campton," 96,080.38 ",,,,
79,Candia," 116,675.87 ",,,,
,,,,,,
91,Chatham," 20,116.53 ",,,,
93,Chester," 243,275.90 ",,,,
95,Chesterfield," 95,888.79 ",,,,
99,Chichester," 92,095.39 ",,,,
101,Claremont," 605,066.91 ",,,,
103,Clarksville," 5,747.58 ",,,,
105,Colebrook," 50,406.28 ",,,,
107,Columbia," 23,526.76 ",,,,
111,Concord," 1,343,056.18 ",,,,
,Con Val Reg.," 591,349.34 ",,,,
,,,,,,
113,Conway," 388,249.03 ",,,,
,Coos, -   ,,,,
115,Cornish," 37,225.16 ",,,,
117,Croydon," 10,077.42 ",,,,
127,Deerfield," 190,244.90 ",,,,
131,Derry," 1,759,276.76 ",,,,
141,Dover," 1,062,056.99 ",,,,
,Dresden," 122,231.87 ",,,,
147,Dummer," 4,234.05 ",,,,
149,Dunbarton," 101,502.26 ",,,,
,,,,,,
,,,,,,
,East Kingston," 36,401.34 ",,,,
159,Eaton," 5,747.58 ",,,,
162,Ellsworth," 1,915.86 ",,,,
165,Epping," 334,739.06 ",,,,
167,Epsom," 126,887.41 ",,,,
171,Errol," 3,831.72 ",,,,
,Exeter Reg Coop," 795,235.17 ",,,,
,Exeter," 258,181.29 ",,,,
,Fall Mountain Reg," 454,499.47 ",,,,
175,Farmington," 338,666.57 ",,,,
,,,,,,
185,Franklin," 348,954.74 ",,,,
187,Freedom," 40,558.76 ",,,,
189,Fremont," 189,900.04 ",,,,
191,Gilford," 275,385.72 ",,,,
195,Gilmanton," 74,565.27 ",,,,
199,Goffstown," 689,671.28 ",,,,
,G-R-S Coop," 167,312.06 ",,,,
203,Goshen," 21,112.78 ",,,,
,Governor Wentworth Reg.," 625,087.64 ",,,,
211,Grantham," 100,582.65 ",,,,
,,,,,,
215,Greenland," 116,350.18 ",,,,
222,Hale's Location, -   ,,,,
223,Hampstead," 382,942.10 ",,,,
,Hampton," 224,787.85 ",,,,
,Hampton Falls," 72,726.04 ",,,,
,Hanover," 119,243.12 ",,,,
235,Harrisville," 25,864.11 ",,,,
236,Hart's Location, -   ,,,,
238,Haverhill," 205,380.19 ",,,,
,Henniker," 120,967.40 ",,,,
,,,,,,
247,Hill," 30,519.65 ",,,,
,Hillsboro-Deering Coop," 417,868.23 ",,,,
255,Hinsdale," 183,654.34 ",,,,
,Holderness," 57,475.80 ",,,,
,Hollis," 111,119.88 ",,,,
,Hollis-Brookline Coop," 320,925.71 ",,,,
261,Hooksett," 506,495.91 ",,,,
263,Hopkinton," 320,331.79 ",,,,
267,Hudson," 1,017,666.51 ",,,,
,Inter-Lakes Coop," 297,916.23 ",,,,
,,,,,,
271,Jackson," 13,411.02 ",,,,
,Jaffrey-Rindge Coop," 324,776.59 ",,,,
,John Stark Regional," 226,684.55 ",,,,
,Kearsarge Regional," 402,004.91 ",,,,
