       FY2018 Special Education Aid ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
 ,,,Expenditures From,,,Expenditures Over,,,,,,,,,,,,,,
,,,3 1/2 - 10 Times ,,,Over 10 Times,,, ,,,,,,,,,,,
,,,State Average,,,State Average,,,,,,,,,,,,,,
District,District Name,,Student Count,Cost,,Student Count,Cost,,Total Expended,Entitlement,FY2018 Proration 72.40%,,,,,,,,,
ID,,,,,,,,,,,,,,,,,,,,
,State Wide:,,822,"$30,593,912.64",,87,"$6,164,612.84",,"$80,358,422.14","$30,800,816.61"," $22,300,000.00 ",,,,,,,,,
5,Albany,,,"$12,512.99",,,$0.00,,"$66,244.04","$10,010.39"," $7,247.59 ",,,,,,,,,
9,Allenstown,,,"$102,262.94",,,"$63,927.99",,"$273,653.04","$145,738.34"," $105,515.55 ",,,,,,,,,
15,Alton,,,"$44,696.82",,,$0.00,,"$98,427.87","$35,757.46"," $25,888.64 ",,,,,,,,,
17,Amherst,,,"$501,453.10",,,$0.00,,"$1,470,530.28","$401,162.48"," $290,444.36 ",,,,,,,,,
19,Andover,,,"$7,865.64",,,$0.00,,"$61,596.69","$6,292.51"," $4,555.82 ",,,,,,,,,
29,Auburn,,,"$353,340.60",,,"$52,125.68",,"$781,583.66","$334,798.16"," $242,396.14 ",,,,,,,,,
33,Barrington,,,"$274,617.74",,,$0.00,,"$811,928.29","$219,694.19"," $159,060.08 ",,,,,,,,,
41,Bedford,,,"$710,294.97",,,"$72,866.84",,"$2,663,748.72","$641,102.82"," $464,162.78 ",,,,,,,,,
53,Bethlehem,,,"$5,362.90",,,$0.00,,"$29,267.85","$4,290.32"," $3,106.22 ",,,,,,,,,
57,Bow,,,"$475,522.21",,,"$35,293.18",,"$1,101,856.99","$415,710.95"," $300,977.54 ",,,,,,,,,
63,Brentwood,,,"$24,297.70",,,$0.00,,"$78,028.75","$19,438.16"," $14,073.36 ",,,,,,,,,
71,Brookline,,,"$28,960.37",,,$0.00,,"$82,691.42","$23,168.30"," $16,774.00 ",,,,,,,,,
79,Candia,,,"$139,857.04",,,$0.00,,"$301,050.20","$111,885.63"," $81,005.96 ",,,,,,,,,
91,Chatham,,,"$25,418.49",,,$0.00,,"$79,149.54","$20,334.79"," $14,722.53 ",,,,,,,,,
93,Chester,,,"$109,051.42",,,$0.00,,"$216,513.53","$87,241.14"," $63,163.17 ",,,,,,,,,
95,Chesterfield,,,"$191,601.94",,,"$8,500.70",,"$399,493.21","$161,782.25"," $117,131.45 ",,,,,,,,,
99,Chichester,,,"$122,779.84",,,$0.00,,"$283,973.00","$98,223.87"," $71,114.75 ",,,,,,,,,
101,Claremont,,,"$384,222.19",,,"$11,712.12",,"$848,510.99","$319,089.87"," $231,023.23 ",,,,,,,,,
111,Concord,,,"$400,919.84",,,$0.00,,"$1,125,912.96","$320,735.87"," $232,214.94 ",,,,,,,,,
112,Contoocook Valley,,,"$332,439.56",,,"$215,242.14",,"$1,057,535.68","$481,193.79"," $348,387.57 ",,,,,,,,,
113,Conway,,,"$275,622.65",,,"$94,451.80",,"$692,460.78","$314,949.92"," $228,025.88 ",,,,,,,,,
115,Cornish,,,"$55,205.25",,,$0.00,,"$108,936.30","$44,164.20"," $31,975.18 ",,,,,,,,,
117,Croydon,,,"$85,796.77",,,$0.00,,"$139,527.82","$68,637.42"," $49,693.95 ",,,,,,,,,
127,Deerfield,,,"$138,947.14",,,$0.00,,"$246,409.25","$111,157.71"," $80,478.94 ",,,,,,,,,
131,Derry Cooperative,,,"$1,308,390.97",,,"$102,433.39",,"$4,285,210.12","$1,149,146.17"," $831,989.61 ",,,,,,,,,
141,Dover,,,"$525,313.80",,,$0.00,,"$1,385,010.68","$420,251.04"," $304,264.60 ",,,,,,,,,
142,Dresden,,,"$230,711.01",,,"$275,496.97",,"$669,806.54","$460,065.78"," $333,090.74 ",,,,,,,,,
149,Dunbarton,,,"$122,001.67",,,"$10,528.34",,"$239,992.12","$108,129.68"," $78,286.62 ",,,,,,,,,
165,Epping,,,"$160,596.32",,,"$62,961.29",,"$545,943.94","$191,438.35"," $138,602.66 ",,,,,,,,,
167,Epsom,,,"$133,999.01",,,$0.00,,"$295,192.17","$107,199.21"," $77,612.95 ",,,,,,,,,
173,Exeter,,,"$11,986.34",,,$0.00,,"$65,717.39","$9,589.07"," $6,942.55 ",,,,,,,,,
172,Exeter Regional Cooperative,,,"$678,545.26",,,"$18,243.21",,"$1,556,485.35","$561,079.42"," $406,225.30 ",,,,,,,,,
174,Fall Mountain Regional,,,"$218,716.84",,,$0.00,,"$594,834.22","$174,973.47"," $126,681.98 ",,,,,,,,,
175,Farmington,,,"$131,438.19",,,$0.00,,"$346,362.41","$105,150.55"," $76,129.71 ",,,,,,,,,
185,Franklin,,,"$125,303.88",,,$0.00,,"$286,497.04","$100,243.10"," $72,576.69 ",,,,,,,,,
189,Fremont,,,"$166,021.35",,,"$213,372.09",,"$486,855.55","$346,189.17"," $250,643.31 ",,,,,,,,,
191,Gilford,,,"$193,938.34",,,$0.00,,"$784,979.94","$155,150.67"," $112,330.14 ",,,,,,,,,
195,Gilmanton,,,"$58,489.12",,,$0.00,,"$219,682.28","$46,791.30"," $33,877.22 ",,,,,,,,,
199,Goffstown,,,"$420,338.63",,,"$142,767.63",,"$992,954.70","$479,038.53"," $346,827.15 ",,,,,,,,,
203,Gorham Randolph Shelburne Cooperative,,,"$138,305.64",,,$0.00,,"$245,767.75","$110,644.51"," $80,107.38 ",,,,,,,,,
208,Governor Wentworth Regional,,,"$520,106.94",,,"$11,406.09",,"$1,176,285.69","$427,491.64"," $309,506.85 ",,,,,,,,,
211,Grantham,,,"$69,599.04",,,$0.00,,"$177,061.15","$55,679.23"," $40,312.14 ",,,,,,,,,
215,Greenland,,,"$124,489.16",,,$0.00,,"$231,951.27","$99,591.33"," $72,104.80 ",,,,,,,,,
223,Hampstead,,,"$313,715.34",,,"$98,263.35",,"$895,558.18","$349,235.62"," $252,848.96 ",,,,,,,,,
225,Hampton,,,"$131,384.57",,,$0.00,,"$346,308.79","$105,107.66"," $76,098.66 ",,,,,,,,,
233,Hanover,,,"$165,525.30",,,$0.00,,"$431,080.30","$132,420.24"," $95,873.15 ",,,,,,,,,
238,Haverhill Cooperative,,,"$206,138.43",,,"$161,511.92",,"$636,305.62","$326,422.66"," $236,332.22 ",,,,,,,,,
245,Henniker,,,"$160,477.66",,,"$6,546.20",,"$341,649.78","$134,928.32"," $97,689.02 ",,,,,,,,,
251,Hillsboro-Deering Cooperative,,,"$290,032.75",,,"$40,591.47",,"$524,802.31","$272,617.67"," $197,377.04 ",,,,,,,,,
255,Hinsdale,,,"$77,070.19",,,$0.00,,"$291,994.41","$61,656.15"," $44,639.47 ",,,,,,,,,
257,Holderness,,,"$13,414.04",,,$0.00,,"$67,145.09","$10,731.23"," $7,769.48 ",,,,,,,,,
259,Hollis,,,"$68,518.85",,,$0.00,,"$122,249.90","$54,815.08"," $39,686.49 ",,,,,,,,,
260,Hollis/Brookline Cooperative,,,"$657,430.23",,,"$271,858.74",,"$1,466,599.52","$797,802.92"," $577,614.72 ",,,,,,,,,
261,Hooksett,,,"$384,149.39",,,"$77,114.00",,"$1,320,960.27","$384,433.51"," $278,332.47 ",,,,,,,,,
263,Hopkinton,,,"$99,786.24",,,"$42,116.76",,"$195,634.05","$121,945.75"," $88,289.55 ",,,,,,,,,
267,Hudson,,,"$326,028.33",,,"$168,278.04",,"$924,154.81","$429,100.70"," $310,671.82 ",,,,,,,,,
274,Jaffrey-Rindge Cooperative,,,"$491,092.59",,,"$175,931.11",,"$1,178,059.76","$568,805.18"," $411,818.81 ",,,,,,,,,
275,John Stark Regional,,,"$50,909.30",,,$0.00,,"$158,371.41","$40,727.44"," $29,486.94 ",,,,,,,,,
276,Kearsarge Regional,,,"$465,777.44",,,"$473,471.84",,"$1,207,904.55","$846,093.79"," $612,577.64 ",,,,,,,,,
279,Keene,,,"$805,965.82",,,"$202,071.76",,"$2,015,345.47",1007918.072," $729,739.52 ",,,,,,,,,
285,Laconia,,,"$96,883.88",,,$0.00,,"$258,077.04","$77,507.10"," $56,115.67 ",,,,,,,,,
295,Lebanon,,,"$299,358.72",,,"$292,546.21",,"$753,098.09","$532,033.19"," $385,195.63 ",,,,,,,,,
315,Litchfield,,,"$168,574.86",,,$0.00,,"$544,692.24","$134,859.89"," $97,639.47 ",,,,,,,,,
317,Littleton,,,"$3,277.34",,,$0.00,,"$57,008.39","$2,621.87"," $1,898.25 ",,,,,,,,,
319,Londonderry,,,"$440,139.32",,,$0.00,,"$1,084,911.98","$352,111.46"," $254,931.08 ",,,,,,,,,
333,Madison,,,"$239,389.30",,,$454.94,,"$401,037.40","$191,966.38"," $138,984.96 ",,,,,,,,,
335,Manchester,,,"$1,620,686.35",,,"$214,072.22",,"$3,930,269.70","$1,510,621.30"," $1,093,700.06 ",,,,,,,,,
339,Marlborough,,,"$12,759.94",,,$0.00,,"$66,490.99","$10,207.95"," $7,390.63 ",,,,,,,,,
342,Mascenic Regional,,,"$17,558.71",,,$0.00,,"$125,020.82","$14,046.97"," $10,170.10 ",,,,,,,,,
343,Mascoma Valley Regional,,,"$243,200.77",,,"$104,856.50",,"$885,367.82","$299,417.12"," $216,780.02 ",,,,,,,,,
351,Merrimack,,,"$1,063,974.00",,,"$420,428.23",,"$3,794,837.58","$1,271,607.43"," $920,652.40 ",,,,,,,,,
352,Merrimack Valley,,,"$369,907.25",,,$0.00,,"$889,508.04","$295,925.80"," $214,252.28 ",,,,,,,,,
353,Middleton,,,"$29,846.10",,,$0.00,,"$191,039.26","$23,876.88"," $17,287.02 ",,,,,,,,,
357,Milford,,,"$207,089.81",,,"$34,128.11",,"$724,797.41","$199,799.96"," $144,656.52 ",,,,,,,,,
363,Monadnock Regional,,,"$553,847.92",,,"$7,772.66",,"$1,367,586.40","$450,851.00"," $326,419.18 ",,,,,,,,,
365,Monroe,,,"$99,786.24",,,"$59,613.90",,"$213,131.19","$139,442.89"," $100,957.60 ",,,,,,,,,
367,Mont Vernon,,,"$47,609.31",,,$0.00,,"$154,184.86","$38,087.45"," $27,575.57 ",,,,,,,,,
369,Moultonborough,,,"$99,786.24",,,"$169,289.30",,"$322,806.59","$249,118.29"," $180,363.33 ",,,,,,,,,
371,Nashua,,,"$514,838.99",,,"$9,723.40",,"$1,491,721.37","$421,594.59"," $305,237.34 ",,,,,,,,,
377,New Boston,,,"$53,099.93",,,$0.00,,"$160,562.04","$42,479.94"," $30,755.77 ",,,,,,,,,
388,Newfound Area,,,"$132,518.69",,,$0.00,,"$282,938.78","$106,014.95"," $76,755.54 ",,,,,,,,,
399,Newmarket,,,"$233,576.16",,,$0.00,,"$555,962.49","$186,860.93"," $135,288.58 ",,,,,,,,,
401,Newport,,,"$376,771.93",,,"$31,149.90",,"$891,501.32","$332,567.44"," $240,781.08 ",,,,,,,,,
405,North Hampton,,,"$99,786.24",,,"$4,969.31",,"$158,486.60","$84,798.30"," $61,394.55 ",,,,,,,,,
411,Northwood,,,"$136,475.72",,,$0.00,,"$351,399.94","$109,180.58"," $79,047.48 ",,,,,,,,,
413,Nottingham,,,"$37,772.53",,,$0.00,,"$145,234.64","$30,218.02"," $21,878.05 ",,,,,,,,,
423,Oyster River Cooperative,,,"$195,195.02",,,$0.00,,"$625,043.46","$156,156.02"," $113,058.01 ",,,,,,,,,
425,Pelham,,,"$707,283.31",,,"$222,732.79",,"$1,735,981.92","$788,559.44"," $570,922.38 ",,,,,,,,,
427,Pembroke,,,"$20,005.79",,,$0.00,,"$181,198.95","$16,004.63"," $11,587.46 ",,,,,,,,,
428,Pemi-Baker Regional,,,"$278,600.97",,,"$251,857.89",,"$691,652.02","$474,738.67"," $343,714.01 ",,,,,,,,,
435,Piermont,,,"$99,786.24",,,"$140,557.92",,"$294,075.21","$220,386.91"," $159,561.62 ",,,,,,,,,
439,Pittsfield,,,"$243,947.11",,,"$4,894.94",,"$517,497.32","$200,052.63"," $144,839.46 ",,,,,,,,,
