,,,,,,,,"October 6, 2003",,
,,,,,,,,"No Change from July 7, 2003",,
,New Hampshire Department of Education,,,,,,,,,
,"Division of Program Support, Bureau of Information Services",,,,,,,,,
,"101 Pleasant St., Concord, NH 03301-3860",,,,,,,,,
,Tel: 603-271-2778   Fax: 603-271-3875,,,,,,,,,
,,,,,,,,,,
,FY04 TARGETED AID,,,,,,,,,
,,,,,,,,,,
,00-01,1999,,2000,Target Rate,April 2001,Revenue,FY04 Aid,,
Targeted,Total ADM,Median,0.5%,Census, = Portion,Equalized,Per ADM,per ADM,FY04,
AID,w/o,Family,Portion,Median,of Income /,Vaulation,at Target,with ,Targeted,
,Home Sch,Income,of Income,Home,Home Vaule,w Utilities,Rate,Adj% =,Aid,
,, ,,Value,,,,42.585434%,,
State Ave," 198,293.9 ","57,575",$288 ,"133,300",$2.16,"99,059,004,843","1,079.04 ",,"$10,000,000",
,,,,,,,,,,
Acworth,147.4 ,"37,386 ",187 ,"92,700 ",2.02 ,"47,987,125 ",658 ,111.32 ,"16,408 ",
Albany,125.0 ,"36,635 ",183 ,"85,700 ",2.14 ,"51,171,454 ",876 ,18.30 ,"2,287 ",
Alexandria,241.2 ,"42,667 ",213 ,"86,600 ",2.46 ,"98,412,089 ","1,004 ",0.00 ,0 ,
Allenstown,862.6 ,"41,958 ",210 ,"97,900 ",2.14 ,"174,261,548 ",432 ,207.27 ,"178,788 ",
Alstead,336.3 ,"43,191 ",216 ,"87,900 ",2.46 ,"84,854,187 ",621 ,127.04 ,"42,725 ",
,,,,,,,,,,
Alton,665.7 ,"43,451 ",217 ,"127,700 ",1.70 ,"787,379,811 ","2,011 ",0.00 ,0 ,
Amherst,"2,454.6 ","89,384 ",447 ,"207,800 ",2.15 ,"1,179,024,940 ","1,033 ",0.00 ,0 ,
Andover,306.8 ,"47,093 ",235 ,"105,500 ",2.23 ,"152,408,363 ","1,108 ",0.00 ,0 ,
Antrim,538.9 ,"45,677 ",228 ,"96,100 ",2.38 ,"139,753,168 ",617 ,128.53 ,"69,265 ",
Ashland,272.5 ,"33,345 ",167 ,"85,100 ",1.96 ,"120,499,818 ",867 ,22.28 ,"6,071 ",
,,,,,,,,,,
Atkinson,961.2 ,"69,729 ",349 ,"197,900 ",1.76 ,"672,243,673 ","1,231 ",0.00 ,0 ,
Auburn,881.0 ,"70,774 ",354 ,"145,700 ",2.43 ,"372,300,311 ","1,027 ",0.00 ,0 ,
Barnstead,731.8 ,"47,449 ",237 ,"93,800 ",2.53 ,"263,572,609 ",911 ,3.32 ,"2,430 ",
Barrington,"1,272.7 ","50,630 ",253 ,"136,400 ",1.86 ,"491,451,055 ",718 ,85.51 ,"108,824 ",
Bartlett,412.6 ,"39,107 ",196 ,"113,300 ",1.73 ,"537,319,796 ","2,253 ",0.00 ,0 ,
,,,,,,,,,,
Bath,148.2 ,"43,088 ",215 ,"80,300 ",2.68 ,"53,242,272 ",963 ,0.00 ,0 ,
Bedford,"3,348.9 ","84,392 ",422 ,"218,300 ",1.93 ,"2,202,117,454 ","1,269 ",0.00 ,0 ,
Belmont,"1,139.3 ","47,717 ",239 ,"96,300 ",2.48 ,"403,781,759 ",879 ,17.07 ,"19,450 ",
Bennington,243.9 ,"46,150 ",231 ,"95,600 ",2.41 ,"65,567,195 ",648 ,115.47 ,"28,163 ",
Benton,35.9 ,"34,167 ",171 ,"73,900 ",2.31 ,"17,107,894 ","1,101 ",0.00 ,0 ,
,,,,,,,,,,
Berlin,"1,440.9 ","29,647 ",148 ,"59,100 ",2.51 ,"302,830,185 ",528 ,166.73 ,"240,234 ",
Bethlehem,404.4 ,"35,547 ",178 ,"85,900 ",2.07 ,"143,130,786 ",733 ,79.37 ,"32,099 ",
Boscawen,527.0 ,"42,524 ",213 ,"101,100 ",2.10 ,"162,730,473 ",648 ,115.23 ,"60,724 ",
Bow,"1,715.6 ","79,329 ",397 ,"169,400 ",2.34 ,"781,984,906 ","1,067 ",0.00 ,0 ,
Bradford,239.1 ,"49,018 ",245 ,"110,600 ",2.22 ,"110,899,011 ","1,030 ",0.00 ,0 ,
,,,,,,,,,,
Brentwood,545.1 ,"68,971 ",345 ,"182,900 ",1.89 ,"281,729,617 ",977 ,0.00 ,0 ,
Bridgewater,127.9 ,"50,662 ",253 ,"134,700 ",1.88 ,"193,169,534 ","2,839 ",0.00 ,0 ,
Bristol,515.1 ,"38,032 ",190 ,"93,000 ",2.04 ,"230,252,467 ",912 ,3.04 ,"1,566 ",
Brookfield,96.1 ,"52,132 ",261 ,"120,600 ",2.16 ,"59,856,407 ","1,345 ",0.00 ,0 ,
Brookline,933.9 ,"77,075 ",385 ,"171,900 ",2.24 ,"313,364,458 ",752 ,71.29 ,"66,579 ",
,,,,,,,,,,
Cambridge,2.0 ,"33,593 ",168 ,"70,500 ",2.38 ,"5,757,081 ","6,851 ",0.00 ,0 ,
Campton,462.2 ,"39,213 ",196 ,"101,800 ",1.93 ,"190,154,882 ",794 ,53.23 ,"24,603 ",
Canaan,583.2 ,"43,220 ",216 ,"97,900 ",2.21 ,"177,252,942 ",672 ,105.33 ,"61,428 ",
Candia,682.3 ,"61,389 ",307 ,"141,000 ",2.18 ,"282,011,911 ",901 ,7.66 ,"5,224 ",
Canterbury,276.6 ,"58,026 ",290 ,"132,900 ",2.18 ,"149,915,845 ","1,182 ",0.00 ,0 ,
,,,,,,,,,,
Carroll,90.1 ,"39,286 ",196 ,"91,800 ",2.14 ,"137,991,338 ","3,277 ",0.00 ,0 ,
Center Harbor,164.3 ,"51,806 ",259 ,"150,000 ",1.73 ,"287,853,496 ","3,031 ",0.00 ,0 ,
Charlestown,856.6 ,"38,024 ",190 ,"81,500 ",2.33 ,"170,016,677 ",462 ,194.44 ,"166,554 ",
Chatham,52.6 ,"37,188 ",186 ,"110,900 ",1.68 ,"31,097,295 ",993 ,0.00 ,0 ,
Chester,741.2 ,"68,571 ",343 ,"170,900 ",2.01 ,"326,874,022 ",886 ,13.89 ,"10,292 ",
,,,,,,,,,,
Chesterfield,632.3 ,"51,351 ",257 ,"129,700 ",1.98 ,"292,641,806 ",916 ,1.12 ,710 ,
Chichester,351.1 ,"56,741 ",284 ,"120,000 ",2.36 ,"153,458,713 ","1,032 ",0.00 ,0 ,
Claremont,"1,963.5 ","34,949 ",175 ,"79,800 ",2.19 ,"517,772,446 ",578 ,145.44 ,"285,574 ",
Clarksville,36.8 ,"40,179 ",201 ,"77,700 ",2.59 ,"19,369,402 ","1,363 ",0.00 ,0 ,
Colebrook,347.6 ,"32,244 ",161 ,"76,000 ",2.12 ,"89,750,686 ",547 ,158.26 ,"55,012 ",
,,,,,,,,,,
Columbia,108.2 ,"36,964 ",185 ,"81,700 ",2.26 ,"47,896,901 ","1,000 ",0.00 ,0 ,
Concord,"5,319.4 ","42,447 ",212 ,"112,300 ",1.89 ,"2,310,062,798 ",821 ,41.84 ,"222,582 ",
Conway,"1,385.6 ","35,873 ",179 ,"104,400 ",1.72 ,"860,337,891 ","1,068 ",0.00 ,0 ,
Cornish,274.2 ,"53,393 ",267 ,"104,400 ",2.56 ,"88,352,298 ",825 ,40.09 ,"10,994 ",
Croydon,90.5 ,"49,688 ",248 ,"106,500 ",2.33 ,"40,197,922 ","1,035 ",0.00 ,0 ,
,,,,,,,,,,
Dalton,150.6 ,"35,625 ",178 ,"72,400 ",2.46 ,"45,636,012 ",745 ,73.92 ,"11,132 ",
Danbury,169.7 ,"38,312 ",192 ,"85,300 ",2.25 ,"64,796,758 ",859 ,25.51 ,"4,329 ",
Danville,745.6 ,"57,287 ",286 ,"160,900 ",1.78 ,"261,091,028 ",623 ,125.93 ,"93,895 ",
Deerfield,726.0 ,"61,367 ",307 ,"144,900 ",2.12 ,"286,948,252 ",838 ,34.54 ,"25,076 ",
Deering,276.9 ,"48,750 ",244 ,"104,800 ",2.33 ,"92,325,623 ",777 ,60.53 ,"16,762 ",
,,,,,,,,,,
Derry,"6,718.7 ","54,634 ",273 ,"134,900 ",2.02 ,"1,958,571,330 ",589 ,140.61 ,"944,700 ",
Dix Grant,0.0 ,"33,593 ",168 ,"70,500 ",2.38 ,"808,640 ",0 ,0.00 ,0 ,
Dixville,1.0 ,"33,593 ",168 ,"70,500 ",2.38 ,"17,355,459 ","41,306 ",0.00 ,0 ,
Dorchester,67.3 ,"40,833 ",204 ,"84,600 ",2.41 ,"19,537,150 ",700 ,93.44 ,"6,288 ",
Dover,"3,232.1 ","43,873 ",219 ,"132,800 ",1.65 ,"1,794,028,135 ",916 ,1.35 ,"4,360 ",
,,,,,,,,,,
Dublin,160.9 ,"52,150 ",261 ,"151,900 ",1.72 ,"184,819,983 ","1,976 ",0.00 ,0 ,
Dummer,57.6 ,"32,750 ",164 ,"79,700 ",2.05 ,"42,648,292 ","1,518 ",0.00 ,0 ,
Dunbarton,342.1 ,"65,081 ",325 ,"148,300 ",2.19 ,"174,772,599 ","1,119 ",0.00 ,0 ,
Durham,"1,025.8 ","51,697 ",258 ,"191,200 ",1.35 ,"603,665,961 ",794 ,53.05 ,"54,421 ",
East Kingston,340.1 ,"65,197 ",326 ,"185,800 ",1.75 ,"176,639,086 ",909 ,4.31 ,"1,467 ",
,,,,,,,,,,
Easton,26.3 ,"49,167 ",246 ,"136,200 ",1.80 ,"33,235,075 ","2,275 ",0.00 ,0 ,
Eaton,62.3 ,"46,429 ",232 ,"107,900 ",2.15 ,"46,511,267 ","1,605 ",0.00 ,0 ,
Effingham,217.7 ,"36,000 ",180 ,"93,800 ",1.92 ,"91,836,508 ",810 ,46.45 ,"10,112 ",
Ellsworth,9.3 ,"33,750 ",169 ,"133,300 ",1.27 ,"7,800,540 ","1,065 ",0.00 ,0 ,
Enfield,592.9 ,"47,990 ",240 ,"112,600 ",2.13 ,"271,287,388 ",975 ,0.00 ,0 ,
,,,,,,,,,,
Epping,963.9 ,"50,739 ",254 ,"132,600 ",1.91 ,"339,785,534 ",673 ,104.64 ,"100,867 ",
Epsom,646.4 ,"50,685 ",253 ,"115,400 ",2.20 ,"241,160,397 ",821 ,41.84 ,"27,045 ",
Errol,31.3 ,"35,625 ",178 ,"90,700 ",1.96 ,"50,607,539 ","3,169 ",0.00 ,0 ,
Exeter,"2,326.5 ","49,618 ",248 ,"170,000 ",1.46 ,"1,084,225,796 ",680 ,101.62 ,"236,411 ",
Farmington,"1,143.7 ","40,971 ",205 ,"88,400 ",2.32 ,"258,259,577 ",524 ,168.28 ,"192,457 ",
,,,,,,,,,,
Fitzwilliam,332.9 ,"48,125 ",241 ,"98,800 ",2.44 ,"138,424,222 ","1,015 ",0.00 ,0 ,
Francestown,263.3 ,"64,259 ",321 ,"133,500 ",2.41 ,"116,146,124 ","1,063 ",0.00 ,0 ,
Franconia,144.5 ,"40,114 ",201 ,"140,900 ",1.42 ,"143,666,591 ","1,412 ",0.00 ,0 ,
Franklin,"1,277.7 ","34,613 ",173 ,"82,900 ",2.09 ,"328,651,418 ",538 ,162.44 ,"207,546 ",
Freedom,137.1 ,"40,187 ",201 ,"134,300 ",1.50 ,"253,548,562 ","2,774 ",0.00 ,0 ,
,,,,,,,,,,
Fremont,622.9 ,"62,171 ",311 ,"156,000 ",1.99 ,"240,936,654 ",770 ,63.58 ,"39,603 ",
Gilford,"1,188.7 ","48,658 ",243 ,"134,800 ",1.80 ,"930,414,985 ","1,409 ",0.00 ,0 ,
Gilmanton,507.5 ,"50,542 ",253 ,"111,500 ",2.27 ,"224,526,371 ","1,004 ",0.00 ,0 ,
