,,,,,,,,
,,Note: ,For towns that are part of two school districts.,,,,,
,,,,,,,,
,,,,,Est. FY2015,$2.480 ,Grant,
,,,,,Total Adequacy,Retained,and  ,
Dist,Loc,District/Town,,,Grant,State Tax, State Tax,
,,,,,,,,
17,17,Amherst School District                     ,,," 2,052,230.46 ","$2,398,843 "," 4,451,073.46 ",
23,23,Ashland School District                      ,,," 540,478.28 ","$396,187 "," 936,665.28 ",
53,53,Bethlehem  School District                      ,,," 578,286.50 ","$243,905 "," 822,191.50 ",
63,63,Brentwood School District                      ,,," 807,294.94 ","$469,923 "," 1,277,217.94 ",
71,71,Brookline  School District    ,,," 1,933,567.11 ","$598,574 "," 2,532,141.11 ",
75,75,Campton School District                    ,,," 1,262,810.05 ","$622,359 "," 1,885,169.05 ",
142,0,Dresden (Hanover),,, -   ,"$2,608,740 "," 2,608,740.00 ",
153,153,East Kingston School District          ,,," 306,486.15 ","$290,307 "," 596,793.15 ",
,,,,,,,,
172,63,Exeter Reg Coop (Brentwood),,," 1,202,401.21 ","$720,056 "," 1,922,457.21 ",
172,153,Exeter Reg Coop (East Kingston),,," 399,377.85 ","$402,549 "," 801,926.85 ",
172,173,Exeter Reg Coop (Exeter),,," 2,653,975.75 ","$2,198,411 "," 4,852,386.75 ",
172,281,Exeter Reg Coop (Kensington),,," 349,941.87 ","$479,125 "," 829,066.87 ",
172,387,Exeter Reg Coop (Newfields),,," 333,006.38 ","$379,419 "," 712,425.38 ",
172,511,Exeter Regional Coop (Stratham),,," 954,686.50 ","$1,643,986 "," 2,598,672.50 ",
,,,,," 5,893,389.56 "," 5,823,546.00 "," 11,716,935.56 ",
,,,,,,,,
173,173,Exeter  School District                 ,,," 2,097,144.46 ","$1,746,343 "," 3,843,487.46 ",
225,225,Hampton School District    ,,," 34,003.10 ","$4,494,063 "," 4,528,066.10 ",
227,227,Hampton Falls School District                ,,," 120,386.76 ","$720,106 "," 840,492.76 ",
233,233,Hanover School District                          ,,, -   ,"$2,311,554 "," 2,311,554.00 ",
245,245,Henniker School District               ,,," 1,576,966.47 ","$604,448 "," 2,181,414.47 ",
257,257,Holderness School District               ,,, -   ,"$1,235,773 "," 1,235,773.00 ",
259,259,Hollis School District               ,,," 879,324.82 ","$1,391,243 "," 2,270,567.82 ",
,,,,,,,,
260,71,Hollis/Brookline Coop (Brookline),,," 2,035,166.70 ","$645,604 "," 2,680,770.70 ",
260,259,Hollis/Brookline Coop (Hollis),,," 1,009,665.12 ","$1,576,425 "," 2,586,090.12 ",
,,,,," 3,044,831.82 ","$2,222,029 "," 5,266,860.82 ",
,,,,,,,,
275,245,John Stark Reg (Henniker),,," 660,500.15 ","$268,780 "," 929,280.15 ",
275,555,John Stark Reg (Weare),,," 2,694,843.40 ","$678,009 "," 3,372,852.40 ",
,,,,," 3,355,343.55 "," 946,789.00 "," 4,302,132.55 ",
,,,,,,,,
281,281,Kensington School District               ,,," 188,099.13 ","$245,395 "," 433,494.13 ",
,,,,,,,,
288,155,Lafayette Reg School District (Easton)                        ,,, -   ,"$74,465 "," 74,465.00 ",
288,183,Lafayette Reg School District (Franconia)                        ,,, -   ,"$412,964 "," 412,964.00 ",
288,512,Lafayette Reg School District (Sugar Hill)                        ,,, -   ,"$177,171 "," 177,171.00 ",
,,,,, -   ,"$664,600 "," 664,600.00 ",
,,,,,,,,
367,367,Mont Vernon School District    ,,," 812,180.20 ","$368,908 "," 1,181,088.20 ",
387,387,Newfields School District    ,,," 229,120.48 ","$262,142 "," 491,262.48 ",
405,405,North Hampton School District    ,,," 174,076.46 ","$1,850,017 "," 2,024,093.46 ",
,,,,,,,,
428,23,Pemi-Baker Coop (Ashland),,," 237,076.43 ","$169,714 "," 406,790.43 ",
428,75,Pemi-Baker Coop (Campton),,," 526,633.12 ","$258,670 "," 785,303.12 ",
428,257,Pemi-Baker Coop (Holderness),,, -   ,"$593,917 "," 593,917.00 ",
428,447,Pemi-Baker Coop (Plymouth),,," 1,050,395.77 ","$339,093 "," 1,389,488.77 ",
428,467,Pemi-Baker Coop (Rumney),,," 311,253.93 ","$161,831 "," 473,084.93 ",
428,531,Pemi-Baker Coop (Thornton),,," 158,067.14 ","$241,213 "," 399,280.14 ",
428,559,Pemi-Baker Coop (Wentworth),,," 115,261.17 ","$55,789 "," 171,050.17 ",
,,,,," 2,398,687.56 ","$1,820,227 "," 4,218,914.56 ",
,,,,,,,,
447,447,Plymouth School District                     ,,," 2,206,971.18 ","$645,213 "," 2,852,184.18 ",
,,,,,,,,
450,53,Profile Reg (Bethlehem),,," 713,685.13 ","$294,161 "," 1,007,846.13 ",
450,155,Profile Reg (Easton),,, -   ,"$89,771 "," 89,771.00 ",
450,183,Profile Regional (Franconia),,, -   ,"$287,925 "," 287,925.00 ",
450,512,Profile Regional (Sugar Hill),,, -   ,"$189,490 "," 189,490.00 ",
,,,,," 713,685.13 ","$861,347 "," 1,575,032.13 ",
,,,,,,,,
467,467,Rumney School District    ,,," 487,857.58 ","$255,689 ","$743,547 ",
485,485,Seabrook School District    ,,," 776,015.30 ","$2,174,776 ","$2,950,791 ",
,,,,,,,,
493,17,Souhegan Coop (Amherst),,," 1,245,362.27 ","$1,426,453 "," 2,671,815.27 ",
493,367,Souhegan Coop (Mont Vernon),,," 442,345.90 ","$205,178 "," 647,523.90 ",
,,,,," 1,687,708.17 ","$1,631,631 "," 3,319,339.17 ",
,,,,,,,,
511,511,Stratham School District    ,,," 759,908.50 ","$1,312,824 "," 2,072,732.50 ",
531,531,Thornton School District    ,,," 428,452.86 ","$598,082 "," 1,026,534.86 ",
555,555,Weare School District    ,,," 4,674,156.86 ","$1,159,913 "," 5,834,069.86 ",
559,559,Wentworth School District    ,,," 366,398.54 ","$160,364 "," 526,762.54 ",
,,,,,,,,
581,225,Winnacunnet Coop (Hampton),,," 16,126.78 ","$2,253,779 "," 2,269,905.78 ",
581,227,Winnacunnet (Hampton Falls),,," 47,939.24 ","$278,239 "," 326,178.24 ",
581,405,Winnacunnet Coop (North Hampton),,," 60,844.54 ","$658,147 "," 718,991.54 ",
581,485,Winnacunnet Coop (Seabrook),,," 401,370.98 ","$1,191,230 "," 1,592,600.98 ",
,,,,," 526,281.54 ","$4,381,395 "," 4,907,676.54 ",
