,"May 20, 2014",,,,
New Hampshire Department of Education,,,,,
Division of Program Support,,,,,
Bureau of Data Management,,,,,
"101 Pleasant Street, Concord, NH 03301-3852",,,,,
Telephone 271-3876/FAX 271-3875,,,,,
,,,,,
 Allocation For Special Education ADM-R In ,,,,,
Adequate Education Aid,,,,,
For FY2014,,,,,
,,,,,
,Allocation for Special Education,,,,
District Name,Pupils for Adequacy Aid,,,,
,,,,,
Albany," 8,073.69 ",,,,
Allenstown," 194,483.81 ",,,,
Alton," 210,198.35 ",,,,
Amherst," 232,669.19 ",,,,
Andover," 89,921.00 ",,,,
Ashland," 46,993.04 ",,,,
Auburn," 253,163.95 ",,,,
Barnstead," 176,078.05 ",,,,
Barrington," 488,825.49 ",,,,
Bartlett," 93,835.52 ",,,,
,,,,,
Bath," 17,652.97 ",,,,
Bedford," 856,978.41 ",,,,
Benton," 14,434.79 ",,,,
Berlin," 526,860.30 ",,,,
Bethlehem," 37,338.49 ",,,,
Bow," 320,689.39 ",,,,
Brentwood," 84,218.61 ",,,,
Brookline," 162,245.50 ",,,,
Campton," 104,205.23 ",,,,
Candia," 145,100.66 ",,,,
,,,,,
Chatham," 9,409.90 ",,,,
Chester," 238,070.47 ",,,,
Chesterfield," 129,950.72 ",,,,
Chichester," 73,096.10 ",,,,
Claremont," 748,425.81 ",,,,
Clarksville, 602.23 ,,,,
Colebrook," 60,355.10 ",,,,
Columbia," 23,148.35 ",,,,
Concord," 1,272,990.09 ",,,,
Con Val Reg.," 605,527.06 ",,,,
,,,,,
Conway," 410,121.08 ",,,,
Coos, -   ,,,,
Cornish," 63,610.92 ",,,,
Croydon," 21,642.77 ",,,,
Deerfield," 209,709.03 ",,,,
Derry," 1,695,795.72 ",,,,
Dover," 890,157.72 ",,,,
Dresden," 127,824.09 ",,,,
Dummer," 7,527.92 ",,,,
Dunbarton," 97,373.65 ",,,,
,,,,,
,,,,,
East Kingston," 38,110.10 ",,,,
Eaton," 3,763.96 ",,,,
Ellsworth," 3,763.96 ",,,,
Epping," 257,360.77 ",,,,
Epsom," 124,511.80 ",,,,
