,,,,,,,,
,,Note: ,For towns that are part of two school districts.,,,,,
,,,,,,,,
,,,,,Final FY2016,$2.420 ,Grant,
,,,,,Total Adequacy,Retained,and  ,
Dist,Loc,District/Town,,,Grant,State Tax, State Tax,
,,,,,,,,
17,17,Amherst School District                     ,,," 2,103,516.90 "," 2,286,180.00 "," 4,389,696.90 ",
23,23,Ashland School District                      ,,," 560,454.77 "," 373,228.00 "," 933,682.77 ",
53,53,Bethlehem  School District                      ,,," 601,713.28 "," 276,436.00 "," 878,149.28 ",
63,63,Brentwood School District                      ,,," 764,172.41 "," 443,995.00 "," 1,208,167.41 ",
71,71,Brookline  School District    ,,," 1,925,071.08 "," 572,852.00 "," 2,497,923.08 ",
75,75,Campton School District                    ,,," 1,181,748.98 "," 618,783.00 "," 1,800,531.98 ",
142,0,Dresden (Hanover),,, -   ," 2,676,874.00 "," 2,676,874.00 ",
153,153,East Kingston School District          ,,," 312,251.60 "," 249,264.00 "," 561,515.60 ",
,,,,,,,,
172,63,Exeter Reg Coop (Brentwood),,," 1,247,866.59 "," 752,758.00 "," 2,000,624.59 ",
172,153,Exeter Reg Coop (East Kingston),,," 450,081.40 "," 392,342.00 "," 842,423.40 ",
172,173,Exeter Reg Coop (Exeter),,," 2,622,582.69 "," 2,345,522.00 "," 4,968,104.69 ",
172,281,Exeter Reg Coop (Kensington),,," 395,369.55 "," 488,394.00 "," 883,763.55 ",
172,387,Exeter Reg Coop (Newfields),,," 351,509.16 "," 332,716.00 "," 684,225.16 ",
172,511,Exeter Regional Coop (Stratham),,," 1,037,357.63 "," 1,578,447.00 "," 2,615,804.63 ",
,,,,," 6,104,767.02 "," 5,890,179.00 "," 11,994,946.02 ",
,,,,,,,,
173,173,Exeter  School District                 ,,," 2,076,544.15 "," 1,808,049.00 "," 3,884,593.15 ",
225,225,Hampton School District    ,,, -   ," 4,484,556.00 "," 4,484,556.00 ",
227,227,Hampton Falls School District                ,,," 130,490.30 "," 714,750.00 "," 845,240.30 ",
233,233,Hanover School District                          ,,, -   ," 2,278,464.00 "," 2,278,464.00 ",
245,245,Henniker School District               ,,," 1,531,839.96 "," 599,869.00 "," 2,131,708.96 ",
257,257,Holderness School District               ,,, -   ," 1,118,730.00 "," 1,118,730.00 ",
259,259,Hollis School District               ,,," 932,187.19 "," 1,389,432.00 "," 2,321,619.19 ",
,,,,,,,,
260,71,Hollis/Brookline Coop (Brookline),,," 2,029,471.00 "," 639,021.00 "," 2,668,492.00 ",
260,259,Hollis/Brookline Coop (Hollis),,," 1,033,047.45 "," 1,513,685.00 "," 2,546,732.45 ",
,,,,," 3,062,518.45 "," 2,152,706.00 "," 5,215,224.45 ",
,,,,,,,,
275,245,John Stark Reg (Henniker),,," 724,183.55 "," 300,160.00 "," 1,024,343.55 ",
275,555,John Stark Reg (Weare),,," 2,537,443.28 "," 627,890.00 "," 3,165,333.28 ",
,,,,," 3,261,626.83 "," 928,050.00 "," 4,189,676.83 ",
,,,,,,,,
281,281,Kensington School District               ,,," 185,714.45 "," 225,320.00 "," 411,034.45 ",
,,,,,,,,
288,155,Lafayette Reg School District (Easton)                        ,,, -   ," 79,351.00 "," 79,351.00 ",
288,183,Lafayette Reg School District (Franconia)                        ,,, -   ," 415,437.00 "," 415,437.00 ",
288,512,Lafayette Reg School District (Sugar Hill)                        ,,, -   ," 185,714.00 "," 185,714.00 ",
,,,,, -   ," 680,502.00 "," 680,502.00 ",
,,,,,,,,
367,367,Mont Vernon School District    ,,," 763,805.17 "," 353,889.00 "," 1,117,694.17 ",
387,387,Newfields School District    ,,," 255,587.84 "," 231,114.00 "," 486,701.84 ",
405,405,North Hampton School District    ,,," 171,163.44 "," 1,812,205.00 "," 1,983,368.44 ",
,,,,,,,,
428,23,Pemi-Baker Coop (Ashland),,," 235,080.75 "," 160,336.00 "," 395,416.75 ",
428,75,Pemi-Baker Coop (Campton),,," 555,606.18 "," 287,593.00 "," 843,199.18 ",
428,257,Pemi-Baker Coop (Holderness),,, -   ," 652,814.00 "," 652,814.00 ",
428,447,Pemi-Baker Coop (Plymouth),,," 1,030,271.02 "," 322,083.00 "," 1,352,354.02 ",
428,467,Pemi-Baker Coop (Rumney),,," 283,425.26 "," 164,786.00 "," 448,211.26 ",
428,531,Pemi-Baker Coop (Thornton),,," 155,035.45 "," 283,288.00 "," 438,323.45 ",
428,559,Pemi-Baker Coop (Wentworth),,," 138,949.37 "," 57,782.00 "," 196,731.37 ",
,,,,," 2,398,368.03 "," 1,928,682.00 "," 4,327,050.03 ",
,,,,,,,,
447,447,Plymouth School District                     ,,," 2,328,943.25 "," 663,181.00 "," 2,992,124.25 ",
,,,,,,,,
450,53,Profile Reg (Bethlehem),,," 644,327.88 "," 319,332.00 "," 963,659.88 ",
450,155,Profile Reg (Easton),,, -   ," 78,562.00 "," 78,562.00 ",
450,183,Profile Regional (Franconia),,, -   ," 243,150.00 "," 243,150.00 ",
450,512,Profile Regional (Sugar Hill),,, -   ," 161,090.00 "," 161,090.00 ",
,,,,," 644,327.88 "," 802,134.00 "," 1,446,461.88 ",
,,,,,,,,
467,467,Rumney School District    ,,," 455,623.67 "," 262,786.00 ","$718,409.67 ",
485,485,Seabrook School District    ,,," 747,251.78 "," 2,189,749.00 ","$2,937,000.78 ",
,,,,,,,,
493,17,Souhegan Coop (Amherst),,," 1,311,283.26 "," 1,415,536.00 "," 2,726,819.26 ",
493,367,Souhegan Coop (Mont Vernon),,," 494,522.96 "," 228,165.00 "," 722,687.96 ",
,,,,," 1,805,806.22 "," 1,643,701.00 "," 3,449,507.22 ",
,,,,,,,,
511,511,Stratham School District    ,,," 814,405.37 "," 1,216,254.00 "," 2,030,659.37 ",
531,531,Thornton School District    ,,," 399,540.47 "," 644,614.00 "," 1,044,154.47 ",
555,555,Weare School District    ,,," 4,998,349.31 "," 1,151,340.00 "," 6,149,689.31 ",
559,559,Wentworth School District    ,,," 370,769.54 "," 145,677.00 "," 516,446.54 ",
,,,,,,,,
581,225,Winnacunnet Coop (Hampton),,, -   ," 2,284,585.00 "," 2,284,585.00 ",
581,227,Winnacunnet (Hampton Falls),,," 51,301.70 "," 291,515.00 "," 342,816.70 ",
581,405,Winnacunnet Coop (North Hampton),,," 63,757.56 "," 668,042.00 "," 731,799.56 ",
581,485,Winnacunnet Coop (Seabrook),,," 392,372.71 "," 1,173,404.00 "," 1,565,776.71 ",
,,,,," 507,431.97 "," 4,417,546.00 "," 4,924,977.97 ",
