,,,,,,,,
,,Note: ,For towns that are part of two school districts.,,,,,
,,,,,,,,
,,,,,Final FY2019,$2.170 ,Final Grant,
,,,,,Total Adequacy,Retained,and  ,
Dist,Loc,District/Town,,,Grant,State Tax, State Tax,
,,,,,,,,
17,17,Amherst School District                     ,,," 2,293,331.32 "," 2,433,532.00 "," 4,726,863.32 ",
23,23,Ashland School District                      ,,," 514,246.19 "," 359,518.00 "," 873,764.19 ",
53,53,Bethlehem  School District                      ,,," 522,717.96 "," 275,551.00 "," 798,268.96 ",
63,63,Brentwood School District                      ,,," 731,271.57 "," 451,026.00 "," 1,182,297.57 ",
71,71,Brookline  School District    ,,," 1,688,775.57 "," 559,029.00 "," 2,247,804.57 ",
75,75,Campton School District                    ,,," 1,088,888.69 "," 568,348.00 "," 1,657,236.69 ",
142,0,Dresden (Hanover),,, -   ," 2,937,539.00 "," 2,937,539.00 ",
153,153,East Kingston School District          ,,," 290,773.23 "," 240,159.00 "," 530,932.23 ",
,,,,,,,,
172,63,Exeter Reg Coop (Brentwood),,," 1,187,572.76 "," 779,939.00 "," 1,967,511.76 ",
172,153,Exeter Reg Coop (East Kingston),,," 572,055.35 "," 443,859.00 "," 1,015,914.35 ",
172,173,Exeter Reg Coop (Exeter),,," 2,522,788.38 "," 2,325,548.00 "," 4,848,336.38 ",
172,281,Exeter Reg Coop (Kensington),,," 390,421.35 "," 487,663.00 "," 878,084.35 ",
172,387,Exeter Reg Coop (Newfields),,," 247,378.07 "," 312,450.00 "," 559,828.07 ",
172,511,Exeter Regional Coop (Stratham),,," 1,137,889.88 "," 1,657,728.00 "," 2,795,617.88 ",
,,,,," 6,058,105.79 "," 6,007,187.00 "," 12,065,292.79 ",
,,,,,,,,
173,173,Exeter  School District                 ,,," 2,046,652.62 "," 1,764,406.00 "," 3,811,058.62 ",
225,225,Hampton School District    ,,, -   ," 4,760,191.00 "," 4,760,191.00 ",
227,227,Hampton Falls School District                ,,," 220,462.86 "," 680,517.00 "," 900,979.86 ",
233,233,Hanover School District                          ,,, -   ," 2,408,300.00 "," 2,408,300.00 ",
245,245,Henniker School District               ,,," 1,522,416.76 "," 618,121.00 "," 2,140,537.76 ",
257,257,Holderness School District               ,,, -   ," 1,083,103.00 "," 1,083,103.00 ",
259,259,Hollis School District               ,,," 1,016,960.98 "," 1,416,379.00 "," 2,433,339.98 ",
,,,,,,,,
260,71,Hollis/Brookline Coop (Brookline),,," 2,044,150.09 "," 708,897.00 "," 2,753,047.09 ",
260,259,Hollis/Brookline Coop (Hollis),,," 972,399.31 "," 1,431,758.00 "," 2,404,157.31 ",
,,,,," 3,016,549.40 "," 2,140,655.00 "," 5,157,204.40 ",
,,,,,,,,
275,245,John Stark Reg (Henniker),,," 602,083.32 "," 287,285.00 "," 889,368.32 ",
275,555,John Stark Reg (Weare),,," 2,357,297.11 "," 605,638.00 "," 2,962,935.11 ",
,,,,," 2,959,380.43 "," 892,923.00 "," 3,852,303.43 ",
,,,,,,,,
281,281,Kensington School District               ,,," 187,125.03 "," 240,736.00 "," 427,861.03 ",
,,,,,,,,
288,155,Lafayette Reg School District (Easton)                        ,,, -   ," 121,563.00 "," 121,563.00 ",
288,183,Lafayette Reg School District (Franconia)                        ,,, -   ," 320,478.00 "," 320,478.00 ",
288,512,Lafayette Reg School District (Sugar Hill)                        ,,, -   ," 175,484.00 "," 175,484.00 ",
,,,,, -   ," 617,525.00 "," 617,525.00 ",
,,,,,,,,
367,367,Mont Vernon School District    ,,," 762,022.05 "," 339,434.00 "," 1,101,456.05 ",
387,387,Newfields School District    ,,," 213,976.03 "," 250,320.00 "," 464,296.03 ",
405,405,North Hampton School District    ,,, -   ," 1,785,626.00 "," 1,785,626.00 ",
,,,,,,,,
428,23,Pemi-Baker Coop (Ashland),,," 220,811.25 "," 167,867.00 "," 388,678.25 ",
428,75,Pemi-Baker Coop (Campton),,," 507,956.44 "," 285,027.00 "," 792,983.44 ",
428,257,Pemi-Baker Coop (Holderness),,, -   ," 514,394.00 "," 514,394.00 ",
428,447,Pemi-Baker Coop (Plymouth),,," 968,160.41 "," 339,904.00 "," 1,308,064.41 ",
428,467,Pemi-Baker Coop (Rumney),,," 211,185.92 "," 117,367.00 "," 328,552.92 ",
428,531,Pemi-Baker Coop (Thornton),,," 226,041.04 "," 283,095.00 "," 509,136.04 ",
428,559,Pemi-Baker Coop (Wentworth),,," 138,910.92 "," 62,706.00 "," 201,616.92 ",
,,,,," 2,273,065.98 "," 1,770,360.00 "," 4,043,425.98 ",
,,,,,,,,
447,447,Plymouth School District                     ,,," 2,094,669.10 "," 674,129.00 "," 2,768,798.10 ",
,,,,,,,,
450,53,Profile Reg (Bethlehem),,," 502,219.21 "," 277,320.00 "," 779,539.21 ",
450,155,Profile Reg (Easton),,, -   ," 23,535.00 "," 23,535.00 ",
450,183,Profile Regional (Franconia),,, -   ," 296,419.00 "," 296,419.00 ",
450,512,Profile Regional (Sugar Hill),,, -   ," 129,122.00 "," 129,122.00 ",
,,,,," 502,219.21 "," 726,396.00 "," 1,228,615.21 ",
,,,,,,,,
467,467,Rumney School District    ,,," 525,423.49 "," 248,490.00 "," 773,913.49 ",
485,485,Seabrook School District    ,,," 594,758.39 "," 2,387,190.00 "," 2,981,948.39 ",
,,,,,,,,
493,17,Souhegan Coop (Amherst),,," 1,174,582.36 "," 1,301,743.00 "," 2,476,325.36 ",
493,367,Souhegan Coop (Mont Vernon),,," 481,486.52 "," 235,878.00 "," 717,364.52 ",
,,,,," 1,656,068.88 "," 1,537,621.00 "," 3,193,689.88 ",
,,,,,,,,
511,511,Stratham School District    ,,," 838,642.82 "," 1,158,664.00 "," 1,997,306.82 ",
531,531,Thornton School District    ,,," 454,600.44 "," 511,445.00 "," 966,045.44 ",
555,555,Weare School District    ,,," 4,794,696.55 "," 1,171,468.00 "," 5,966,164.55 ",
559,559,Wentworth School District    ,,," 306,601.96 "," 131,911.00 "," 438,512.96 ",
,,,,,,,,
581,225,Winnacunnet Coop (Hampton),,, -   ," 2,397,991.00 "," 2,397,991.00 ",
581,227,Winnacunnet (Hampton Falls),,," 92,650.13 "," 311,201.00 "," 403,851.13 ",
581,405,Winnacunnet Coop (North Hampton),,, -   ," 796,969.00 "," 796,969.00 ",
581,485,Winnacunnet Coop (Seabrook),,," 288,721.10 "," 1,150,436.00 "," 1,439,157.10 ",
,,,,," 381,371.23 "," 4,656,597.00 "," 5,037,968.23 ",
