,,,,,,,,
,,Note: ,For towns that are part of two school districts.,,,,,
,,,,,,,,
,,,,,Est. FY2020,$2.060 ,Grant,
,,,,,Total Adequacy,Retained,and  ,
Dist,Loc,District/Town,,,Grant,State Tax, State Tax,
,,,,,,,,
17,17,Amherst School District                     ,,," 2,574,983.63 "," 2,547,943.00 "," 5,122,926.63 ",
23,23,Ashland School District                      ,,," 615,599.44 "," 348,575.00 "," 964,174.44 ",
53,53,Bethlehem  School District                      ,,," 554,176.00 "," 292,023.00 "," 846,199.00 ",
63,63,Brentwood School District                      ,,," 770,547.93 "," 484,870.00 "," 1,255,417.93 ",
71,71,Brookline  School District    ,,," 1,908,594.91 "," 560,696.00 "," 2,469,290.91 ",
75,75,Campton School District                    ,,," 1,228,272.11 "," 563,463.00 "," 1,791,735.11 ",
142,0,Dresden (Hanover),,, -   ," 2,654,524.00 "," 2,654,524.00 ",
153,153,East Kingston School District          ,,," 306,372.38 "," 248,897.00 "," 555,269.38 ",
,,,,,,,,
172,63,Exeter Reg Coop (Brentwood),,," 1,203,191.64 "," 797,516.00 "," 2,000,707.64 ",
172,153,Exeter Reg Coop (East Kingston),,," 523,006.02 "," 435,449.00 "," 958,455.02 ",
172,173,Exeter Reg Coop (Exeter),,," 2,481,515.00 "," 2,314,320.00 "," 4,795,835.00 ",
172,281,Exeter Reg Coop (Kensington),,," 360,009.86 "," 432,903.00 "," 792,912.86 ",
172,387,Exeter Reg Coop (Newfields),,," 267,052.31 "," 343,901.00 "," 610,953.31 ",
172,511,Exeter Regional Coop (Stratham),,," 1,223,492.18 "," 1,622,239.00 "," 2,845,731.18 ",
,,,,," 6,058,267.01 "," 5,946,328.00 "," 12,004,595.01 ",
,,,,,,,,
173,173,Exeter  School District                 ,,," 2,153,365.46 "," 1,921,259.00 "," 4,074,624.46 ",
225,225,Hampton School District    ,,, -   ," 4,914,612.00 "," 4,914,612.00 ",
227,227,Hampton Falls School District                ,,," 212,438.39 "," 691,056.00 "," 903,494.39 ",
233,233,Hanover School District                          ,,, -   ," 2,448,368.00 "," 2,448,368.00 ",
245,245,Henniker School District               ,,," 1,727,799.41 "," 661,545.00 "," 2,389,344.41 ",
257,257,Holderness School District               ,,, -   ," 1,051,372.00 "," 1,051,372.00 ",
259,259,Hollis School District               ,,," 1,208,153.64 "," 1,429,200.00 "," 2,637,353.64 ",
,,,,,,,,
260,71,Hollis/Brookline Coop (Brookline),,," 2,214,530.85 "," 682,809.00 "," 2,897,339.85 ",
260,259,Hollis/Brookline Coop (Hollis),,," 1,099,337.45 "," 1,395,864.00 "," 2,495,201.45 ",
,,,,," 3,313,868.30 "," 2,078,673.00 "," 5,392,541.30 ",
,,,,,,,,
275,245,John Stark Reg (Henniker),,," 574,091.63 "," 243,813.00 "," 817,904.63 ",
275,555,John Stark Reg (Weare),,," 2,520,172.32 "," 629,543.00 "," 3,149,715.32 ",
,,,,," 3,094,263.95 "," 873,356.00 "," 3,967,619.95 ",
,,,,,,,,
281,281,Kensington School District               ,,," 236,032.96 "," 279,460.00 "," 515,492.96 ",
,,,,,,,,
288,155,Lafayette Reg School District (Easton)                        ,,, -   ," 97,320.00 "," 97,320.00 ",
288,183,Lafayette Reg School District (Franconia)                        ,,, -   ," 329,125.00 "," 329,125.00 ",
288,512,Lafayette Reg School District (Sugar Hill)                        ,,," 1,425.09 "," 149,172.00 "," 150,597.09 ",
,,,,," 1,425.09 "," 575,617.00 "," 577,042.09 ",
,,,,,,,,
367,367,Mont Vernon School District    ,,," 825,002.88 "," 361,616.00 "," 1,186,618.88 ",
387,387,Newfields School District    ,,," 193,859.51 "," 246,284.00 "," 440,143.51 ",
405,405,North Hampton School District    ,,, -   ," 1,676,284.00 "," 1,676,284.00 ",
,,,,,,,,
428,23,Pemi-Baker Coop (Ashland),,," 245,860.73 "," 161,634.00 "," 407,494.73 ",
428,75,Pemi-Baker Coop (Campton),,," 512,229.68 "," 252,322.00 "," 764,551.68 ",
428,257,Pemi-Baker Coop (Holderness),,, -   ," 473,903.00 "," 473,903.00 ",
428,447,Pemi-Baker Coop (Plymouth),,," 1,101,069.21 "," 307,729.00 "," 1,408,798.21 ",
428,467,Pemi-Baker Coop (Rumney),,," 230,277.75 "," 102,264.00 "," 332,541.75 ",
428,531,Pemi-Baker Coop (Thornton),,," 283,239.63 "," 246,333.00 "," 529,572.63 ",
428,559,Pemi-Baker Coop (Wentworth),,," 170,588.25 "," 58,020.00 "," 228,608.25 ",
,,,,," 2,543,265.25 "," 1,602,205.00 "," 4,145,470.25 ",
,,,,,,,,
447,447,Plymouth School District                     ,,," 2,408,874.09 "," 623,655.00 "," 3,032,529.09 ",
,,,,,,,,
450,53,Profile Reg (Bethlehem),,," 487,312.44 "," 275,673.00 "," 762,985.44 ",
450,155,Profile Reg (Easton),,, -   ," 43,133.00 "," 43,133.00 ",
450,183,Profile Regional (Franconia),,, -   ," 312,070.00 "," 312,070.00 ",
450,512,Profile Regional (Sugar Hill),,," 1,274.45 "," 137,973.00 "," 139,247.45 ",
,,,,," 488,586.89 "," 768,849.00 "," 1,257,435.89 ",
,,,,,,,,
467,467,Rumney School District    ,,," 592,436.60 "," 234,462.00 "," 826,898.60 ",
485,485,Seabrook School District    ,,," 810,134.10 "," 2,516,599.00 "," 3,326,733.10 ",
,,,,,,,,
493,17,Souhegan Coop (Amherst),,," 1,188,511.88 "," 1,229,586.00 "," 2,418,097.88 ",
493,367,Souhegan Coop (Mont Vernon),,," 425,759.52 "," 206,784.00 "," 632,543.52 ",
,,,,," 1,614,271.40 "," 1,436,370.00 "," 3,050,641.40 ",
,,,,,,,,
511,511,Stratham School District    ,,," 953,540.17 "," 1,244,415.00 "," 2,197,955.17 ",
531,531,Thornton School District    ,,," 591,766.95 "," 503,084.00 "," 1,094,850.95 ",
555,555,Weare School District    ,,," 4,956,591.03 "," 1,160,456.00 "," 6,117,047.03 ",
559,559,Wentworth School District    ,,," 389,635.88 "," 125,124.00 "," 514,759.88 ",
,,,,,,,,
581,225,Winnacunnet Coop (Hampton),,, -   ," 2,360,905.00 "," 2,360,905.00 ",
581,227,Winnacunnet (Hampton Falls),,," 95,666.60 "," 318,079.00 "," 413,745.60 ",
581,405,Winnacunnet Coop (North Hampton),,, -   ," 800,495.00 "," 800,495.00 ",
581,485,Winnacunnet Coop (Seabrook),,," 322,920.59 "," 1,043,451.00 "," 1,366,371.59 ",
,,,,," 418,587.19 "," 4,522,930.00 "," 4,941,517.19 ",
