,,"November 18,2020",,,,
,New Hampshire Department of Education,,,,,
,Office of School Finance,,,,,
,"101 Pleasant Street, Concord, NH 03301-3852",,,,,
,Telephone 271-2752/FAX 271-1953,,,,,
,,,,,,
, Allocation For Special Education ADM-R In ,,,,,
,Adequate Education Aid,,,,,
,For FY2020,,,,,
,,,,,,
,,Allocation for Special Education,,,,
Loc ID,District Name,Pupils for Adequacy Aid,,,,
,,,,,,
5,Albany," 35,516.93 ",,,,
9,Allenstown," 197,217.53 ",,,,
15,Alton," 222,828.05 ",,,,
,Amherst," 355,919.12 ",,,,
19,Andover," 111,836.11 ",,,,
,Ashland," 53,523.10 ",,,,
29,Auburn," 283,487.42 ",,,,
31,Barnstead," 271,913.60 ",,,,
33,Barrington," 515,116.73 ",,,,
35,Bartlett," 80,482.38 ",,,,
,,,,,,
39,Bath," 44,593.74 ",,,,
41,Bedford," 1,142,254.13 ",,,,
47,Benton," 17,941.13 ",,,,
51,Berlin," 497,042.13 ",,,,
,Bethlehem," 26,523.72 ",,,,
57,Bow," 392,757.29 ",,,,
,Brentwood," 98,164.33 ",,,,
,Brookline," 159,596.45 ",,,,
,Campton," 104,947.84 ",,,,
79,Candia," 140,429.66 ",,,,
,,,,,,
91,Chatham," 21,947.31 ",,,,
93,Chester," 265,752.99 ",,,,
95,Chesterfield," 116,099.08 ",,,,
99,Chichester," 94,344.90 ",,,,
101,Claremont," 607,600.90 ",,,,
103,Clarksville," 7,980.84 ",,,,
105,Colebrook," 79,201.86 ",,,,
107,Columbia," 22,395.63 ",,,,
111,Concord," 1,388,584.95 ",,,,
,Con Val Reg.," 698,354.84 ",,,,
,,,,,,
113,Conway," 382,268.87 ",,,,
,Coos, -   ,,,,
115,Cornish," 29,928.15 ",,,,
117,Croydon," 23,608.12 ",,,,
127,Deerfield," 280,939.14 ",,,,
131,Derry," 2,022,333.28 ",,,,
141,Dover," 1,396,524.69 ",,,,
,Dresden," 134,837.49 ",,,,
147,Dummer," 2,952.91 ",,,,
149,Dunbarton," 170,648.12 ",,,,
,,,,,,
,,,,,,
,East Kingston," 30,958.88 ",,,,
159,Eaton," 8,845.36 ",,,,
162,Ellsworth," 1,995.21 ",,,,
165,Epping," 310,879.06 ",,,,
167,Epsom," 162,993.49 ",,,,
171,Errol," 1,995.21 ",,,,
,Exeter Reg Coop," 837,094.94 ",,,,
,Exeter," 272,967.07 ",,,,
,Fall Mountain Reg," 528,647.85 ",,,,
175,Farmington," 344,376.64 ",,,,
,,,,,,
185,Franklin," 390,987.34 ",,,,
187,Freedom," 52,473.42 ",,,,
189,Fremont," 204,401.48 ",,,,
191,Gilford," 282,963.08 ",,,,
195,Gilmanton," 109,193.25 ",,,,
199,Goffstown," 803,089.18 ",,,,
,G-R-S Coop," 198,175.43 ",,,,
203,Goshen," 27,625.48 ",,,,
,Governor Wentworth Reg.," 639,929.29 ",,,,
211,Grantham," 98,896.37 ",,,,
,,,,,,
215,Greenland," 119,306.77 ",,,,
222,Hale's Location, -   ,,,,
223,Hampstead," 432,234.51 ",,,,
,Hampton," 297,429.35 ",,,,
,Hampton Falls," 59,532.67 ",,,,
,Hanover," 167,547.56 ",,,,
235,Harrisville," 19,952.10 ",,,,
236,Hart's Location, -   ,,,,
238,Haverhill," 225,829.84 ",,,,
,Henniker," 133,920.69 ",,,,
,,,,,,
247,Hill," 37,908.99 ",,,,
,Hillsboro-Deering Coop," 435,410.69 ",,,,
255,Hinsdale," 220,627.73 ",,,,
,Holderness," 65,841.93 ",,,,
,Hollis," 167,255.46 ",,,,
,Hollis-Brookline Coop," 268,560.65 ",,,,
261,Hooksett," 538,233.24 ",,,,
263,Hopkinton," 346,901.58 ",,,,
267,Hudson," 982,881.15 ",,,,
,Inter-Lakes Coop," 359,832.14 ",,,,
,,,,,,
271,Jackson," 29,872.68 ",,,,
,Jaffrey-Rindge Coop," 398,002.69 ",,,,
,John Stark Regional," 163,647.33 ",,,,
,Kearsarge Regional," 389,187.06 ",,,,
