,,,,,,,,
,,Note: ,Budgeting information for towns that are part of two school districts.,,,,,
,,,,,,,,
,,,,,FY2013,$2.390 ,Grant,
,,,,,Total ,Retained,and  ,
Dist,Loc,District/Town,,,Grant,State Tax, State Tax,
,,,,,,,,
17,17,Amherst School District                     ,,,"$2,702,667 ","$2,601,693 ","$5,304,360 ",
23,23,Ashland School District                      ,,,"$494,571 ","$373,640 ","$868,211 ",
53,53,Bethlehem  School District                      ,,,"$728,142 ","$318,939 ","$1,047,081 ",
63,63,Brentwood School District                      ,,,"$842,497 ","$499,167 ","$1,341,664 ",
71,71,Brookline  School District    ,,,"$2,061,625 ","$613,532 ","$2,675,157 ",
75,75,Campton School District                    ,,,"$1,021,270 ","$610,283 ","$1,631,553 ",
142,0,Dresden (Hanover),,,$0 ,"$2,442,667 ","$2,442,667 ",
153,153,East Kingston School District          ,,,"$270,203 ","$302,363 ","$572,566 ",
,,,,,,,,
172,0,Exeter Reg Coop (Brentwood),,,"$999,068 ","$607,634 ","$1,606,702 ",
172,0,Exeter Reg Coop (East Kingston),,,"$334,962 ","$359,697 ","$694,659 ",
172,0,Exeter Reg Coop (Exeter),,,"$2,322,789 ","$2,161,243 ","$4,484,032 ",
172,0,Exeter Reg Coop (Kensington),,,"$243,181 ","$380,354 ","$623,535 ",
172,0,Exeter Reg Coop (Newfields),,,"$384,097 ","$325,168 ","$709,265 ",
172,0,Exeter Regional Coop (Stratham),,,"$832,152 ","$1,550,015 ","$2,382,167 ",
,,,,,"$5,116,249 ","$5,384,111 ","$10,500,360 ",
,,,,,,,,
173,173,Exeter  School District                 ,,,"$1,802,440 ","$1,657,882 ","$3,460,322 ",
225,225,Hampton School District    ,,,"$83,181 ","$4,244,056 ","$4,327,237 ",
227,227,Hampton Falls School District                ,,,"$100,076 ","$733,460 ","$833,536 ",
233,233,Hanover School District                          ,,,$0 ,"$2,195,015 ","$2,195,015 ",
245,245,Henniker School District               ,,,"$1,600,230 ","$591,381 ","$2,191,611 ",
257,257,Holderness School District               ,,,$0 ,"$1,093,455 ","$1,093,455 ",
259,259,Hollis School District               ,,,"$926,496 ","$1,299,705 ","$2,226,201 ",
,,,,,,,,
260,0,Hollis/Brookline Coop (Brookline),,,"$1,803,938 ","$549,341 ","$2,353,279 ",
260,0,Hollis/Brookline Coop (Hollis),,,"$1,114,606 ","$1,586,604 ","$2,701,210 ",
,,,,,"$2,918,544 ","$2,135,945 ","$5,054,489 ",
,,,,,,,,
275,0,John Stark Reg (Henniker),,,"$995,134 ","$366,786 ","$1,361,920 ",
275,0,John Stark Reg (Weare),,,"$2,836,068 ","$674,176 ","$3,510,244 ",
,,,,,"$3,831,202 ","$1,040,962 ","$4,872,164 ",
,,,,,,,,
281,281,Kensington School District               ,,,"$218,102 ","$367,051 ","$585,153 ",
,,,,,,,,
288,155,Lafayette Reg School District (Easton)                        ,,,$0 ,"$62,107 ","$62,107 ",
288,183,Lafayette Reg School District (Franconia)                        ,,,$0 ,"$307,147 ","$307,147 ",
288,512,Lafayette Reg School District (Sugar Hill)                        ,,,$0 ,"$220,046 ","$220,046 ",
,,,,,$0 ,"$589,300 ","$589,300 ",
,,,,,,,,
367,367,Mont Vernon School District    ,,,"$968,239 ","$387,917 ","$1,356,156 ",
387,387,Newfields School District    ,,,"$297,279 ","$240,933 ","$538,212 ",
405,405,North Hampton School District    ,,,"$166,489 ","$1,707,726 ","$1,874,215 ",
,,,,,,,,
428,0,Pemi-Baker Coop (Ashland),,,"$229,603 ","$210,812 ","$440,415 ",
428,0,Pemi-Baker Coop (Campton),,,"$540,419 ","$336,186 ","$876,605 ",
428,0,Pemi-Baker Coop (Holderness),,,$0 ,"$537,351 ","$537,351 ",
428,0,Pemi-Baker Coop (Plymouth),,,"$1,218,739 ","$355,705 ","$1,574,444 ",
428,0,Pemi-Baker Coop (Rumney),,,"$300,550 ","$168,185 ","$468,735 ",
428,0,Pemi-Baker Coop (Thornton),,,"$146,906 ","$243,622 ","$390,528 ",
428,0,Pemi-Baker Coop (Wentworth),,,"$278,866 ","$94,615 ","$373,481 ",
,,,,,"$2,715,083 ","$1,946,476 ","$4,661,559 ",
,,,,,,,,
447,447,Plymouth School District                     ,,,"$2,094,236 ","$644,027 ","$2,738,263 ",
,,,,,,,,
450,0,Profile Reg (Bethlehem),,,"$670,766 ","$306,432 ","$977,198 ",
450,0,Profile Reg (Easton),,,$0 ,"$93,161 ","$93,161 ",
450,0,Profile Regional (Franconia),,,$0 ,"$371,931 ","$371,931 ",
450,0,Profile Regional (Sugar Hill),,,$0 ,"$163,979 ","$163,979 ",
,,,,,"$670,766 ","$935,503 ","$1,606,269 ",
,,,,,,,,
467,467,Rumney School District    ,,,"$608,968 ","$268,320 ","$877,288 ",
485,485,Seabrook School District    ,,,"$900,268 ","$2,213,304 ","$3,113,572 ",
,,,,,,,,
493,0,Souhegan Coop (Amherst),,,"$1,484,495 ","$1,402,760 ","$2,887,255 ",
493,0,Souhegan Coop (Mont Vernon),,,"$546,621 ","$213,785 ","$760,406 ",
,,,,,"$2,031,116 ","$1,616,545 ","$3,647,661 ",
,,,,,,,,
511,511,Stratham School District    ,,,"$637,837 ","$1,206,057 ","$1,843,894 ",
531,531,Thornton School District    ,,,"$355,940 ","$581,377 ","$937,317 ",
555,555,Weare School District    ,,,"$4,955,204 ","$1,152,860 ","$6,108,064 ",
559,559,Wentworth School District    ,,,"$308,152 ","$104,490 ","$412,642 ",
,,,,,,,,
581,0,Winnacunnet Coop (Hampton),,,"$41,255 ","$2,386,245 ","$2,427,500 ",
581,0,Winnacunnet (Hampton Falls),,,"$44,236 ","$278,348 ","$322,584 ",
581,0,Winnacunnet Coop (North Hampton),,,"$68,432 ","$696,730 ","$765,162 ",
581,0,Winnacunnet Coop (Seabrook),,,"$404,647 ","$1,062,268 ","$1,466,915 ",
,,,,,"$558,570 ","$4,423,591 ","$4,982,161 ",
